XmacGene,XmacGeneID,Evalue,HumanGene,SwissprotAnnotationID
gene22596,GeneID:102238427,0,sp|Q07954|LRP1_HUMAN,Q07954
gene22597,GeneID:111605899,1.00E-23,sp|O43603|GALR2_HUMAN,O43603
gene22598,GeneID:102218780,0,sp|Q15434|RBMS2_HUMAN,Q15434
gene22599,GeneID:102234093,3.00E-108,sp|Q9BWQ8|LFG2_HUMAN,Q9BWQ8
gene226,GeneID:106699656,0,sp|Q9C0B2|CFA74_HUMAN,Q9C0B2
gene2260,GeneID:111606790,NA,NA,
gene22600,GeneID:102219044,7.00E-137,sp|Q14995|NR1D2_HUMAN,Q14995
gene22601,GeneID:111605778,NA,NA,
gene22602,GeneID:102234352,0,sp|P13631|RARG_HUMAN,P13631
gene22603,GeneID:102234607,1.00E-58,sp|Q9P1Z2|CACO1_HUMAN,Q9P1Z2
gene22604,GeneID:102234867,1.00E-111,sp|Q53HV7|SMUG1_HUMAN,Q53HV7
gene22605,GeneID:102219306,6.00E-120,sp|P51523|ZNF84_HUMAN,P51523
gene22606,GeneID:102235133,2.00E-54,tr|F8VS07|F8VS07_HUMAN,F8VS07
gene22607,GeneID:102219559,1.00E-176,sp|Q8NCJ5|SPRY3_HUMAN,Q8NCJ5
gene22608,GeneID:111605868,4.00E-27,tr|F8VYK9|F8VYK9_HUMAN,F8VYK9
gene22609,GeneID:111605869,NA,NA,
gene2261,GeneID:111606792,NA,NA,
gene22610,GeneID:111605867,6.00E-17,sp|Q96DM1|PGBD4_HUMAN,Q96DM1
gene22611,GeneID:102219809,2.00E-152,sp|Q8TBX8|PI42C_HUMAN,Q8TBX8
gene22612,GeneID:102220068,0,tr|F8VVT9|F8VVT9_HUMAN,F8VVT9
gene22613,GeneID:102220323,2.00E-155,sp|P11802|CDK4_HUMAN,P11802
gene22614,GeneID:111605807,NA,NA,
gene22615,GeneID:111605832,NA,NA,
gene22616,GeneID:111605833,NA,NA,
gene22617,GeneID:102221959,9.00E-128,sp|Q86YJ5|MARH9_HUMAN,Q86YJ5
gene22618,GeneID:102222220,2.00E-129,sp|Q9UBP6|TRMB_HUMAN,Q9UBP6
gene22619,GeneID:102222483,1.00E-173,sp|O15528|CP27B_HUMAN,O15528
gene2262,GeneID:111606794,NA,NA,
gene22620,GeneID:102222735,0,sp|Q96EZ8|MCRS1_HUMAN,Q96EZ8
gene22621,GeneID:102222788,0,sp|P51687|SUOX_HUMAN,P51687
gene22622,GeneID:102223045,1.00E-166,sp|Q99542|MMP19_HUMAN,Q99542
gene22623,GeneID:102232881,2.00E-79,sp|Q66K66|TM198_HUMAN,Q66K66
gene22624,GeneID:102223301,0,sp|Q9UNS1|TIM_HUMAN,Q9UNS1
gene22625,GeneID:102233337,2.00E-178,sp|P41219|PERI_HUMAN,P41219
gene22626,GeneID:102223560,3.00E-77,sp|P40967|PMEL_HUMAN,P40967
gene22627,GeneID:102233595,0,sp|P24941|CDK2_HUMAN,P24941
gene22628,GeneID:102223815,3.00E-137,sp|Q9NRN5|OLFL3_HUMAN,Q9NRN5
gene22629,GeneID:102234185,0,sp|O75366|AVIL_HUMAN,O75366
gene2263,GeneID:111606795,NA,NA,
gene22630,GeneID:102234624,NA,NA,
gene22631,GeneID:102235052,0,sp|O95390|GDF11_HUMAN,O95390
gene22632,GeneID:102224073,5.00E-53,sp|O00155|GPR25_HUMAN,O00155
gene22633,GeneID:102224329,5.00E-36,sp|Q3KP66|INAVA_HUMAN,Q3KP66
gene22634,GeneID:102235315,0,sp|Q96A54|PAQR1_HUMAN,Q96A54
gene22635,GeneID:102235824,1.00E-57,sp|P47224|MSS4_HUMAN,P47224
gene22636,GeneID:102235572,0,sp|Q9UGL1|KDM5B_HUMAN,Q9UGL1
gene22637,GeneID:102236078,0,tr|H0UI80|H0UI80_HUMAN,H0UI80
gene22638,GeneID:102236501,7.00E-150,sp|Q9UBR2|CATZ_HUMAN,Q9UBR2
gene22639,GeneID:102236758,0,sp|Q8NDH3|PEPL1_HUMAN,Q8NDH3
gene2264,GeneID:111606796,NA,NA,
gene22640,GeneID:102224578,0,sp|Q8NB46|ANR52_HUMAN,Q8NB46
gene22641,GeneID:102237018,0,sp|P49281|NRAM2_HUMAN,P49281
gene22642,GeneID:102237273,3.00E-79,sp|Q9Y2B0|CNPY2_HUMAN,Q9Y2B0
gene22643,GeneID:111605843,NA,NA,
gene22644,GeneID:102224838,4.00E-71,sp|Q96AZ1|EFMT3_HUMAN,Q96AZ1
gene22645,GeneID:102237537,4.00E-162,sp|O14662|STX16_HUMAN,O14662
gene22646,GeneID:102225104,0,tr|B5MCD5|B5MCD5_HUMAN,B5MCD5
gene22647,GeneID:102238311,9.00E-177,sp|P22736|NR4A1_HUMAN,P22736
gene22648,GeneID:111605844,NA,NA,
gene22649,GeneID:102225367,3.00E-07,tr|H7BZ28|H7BZ28_HUMAN,H7BZ28
gene2265,GeneID:111606809,NA,NA,
gene22650,GeneID:102225630,7.00E-140,sp|Q15742|NAB2_HUMAN,Q15742
gene22651,GeneID:102225891,1.00E-119,tr|H0YHG0|H0YHG0_HUMAN,H0YHG0
gene22652,GeneID:102216503,1.00E-106,sp|P49441|INPP_HUMAN,P49441
gene22653,GeneID:102226150,3.00E-23,sp|P04271|S100B_HUMAN,P04271
gene22654,GeneID:102226402,4.00E-67,sp|Q86TX2|ACOT1_HUMAN,Q86TX2
gene22655,GeneID:102216764,8.00E-83,sp|Q8N2H4|SYS1_HUMAN,Q8N2H4
gene22656,GeneID:102217026,3.00E-27,sp|Q9NPD7|NRN1_HUMAN,Q9NPD7
gene22657,GeneID:102217270,3.00E-90,sp|P43307|SSRA_HUMAN,P43307
gene22658,GeneID:106699770,NA,NA,
gene22659,GeneID:102226662,1.00E-121,sp|Q9UBD6|RHCG_HUMAN,Q9UBD6
gene2266,GeneID:111606811,NA,NA,
gene22660,GeneID:102217525,3.00E-168,sp|Q8N6T3|ARFG1_HUMAN,Q8N6T3
gene22661,GeneID:102218110,0,sp|Q96JJ3|ELMO2_HUMAN,Q96JJ3
gene22662,GeneID:102218372,2.00E-166,sp|O75325|LRRN2_HUMAN,O75325
gene22663,GeneID:102226923,0,sp|Q9UN76|S6A14_HUMAN,Q9UN76
gene22664,GeneID:102218621,3.00E-108,sp|Q06828|FMOD_HUMAN,Q06828
gene22665,GeneID:102227178,3.00E-65,sp|P51884|LUM_HUMAN,P51884
gene22666,GeneID:102227437,1.00E-118,sp|P51888|PRELP_HUMAN,P51888
gene22667,GeneID:102227695,2.00E-21,sp|Q9NYY1|IL20_HUMAN,Q9NYY1
gene22668,GeneID:102227955,5.00E-21,sp|P22301|IL10_HUMAN,P22301
gene22669,GeneID:102228209,0,sp|P49137|MAPK2_HUMAN,P49137
gene2267,GeneID:111606812,NA,NA,
gene22670,GeneID:102218880,0,sp|Q92630|DYRK2_HUMAN,Q92630
gene22671,GeneID:102228459,6.00E-94,sp|Q8WWW0|RASF5_HUMAN,Q8WWW0
gene22672,GeneID:102228722,0,sp|Q9UHD2|TBK1_HUMAN,Q9UHD2
gene22673,GeneID:102228981,0,tr|B7ZM87|B7ZM87_HUMAN,B7ZM87
gene22674,GeneID:102219141,2.00E-60,sp|Q5TYM5|FA72A_HUMAN,Q5TYM5
gene22675,GeneID:102219401,1.00E-174,sp|Q8IVH2|FOXP4_HUMAN,Q8IVH2
gene22676,GeneID:102229242,3.00E-32,sp|Q99750|MDFI_HUMAN,Q99750
gene22677,GeneID:102219652,1.00E-119,tr|B0QYS6|B0QYS6_HUMAN,B0QYS6
gene22678,GeneID:102219906,2.00E-156,sp|Q8IXX5|T183A_HUMAN,Q8IXX5
gene22679,GeneID:102220166,0,tr|B1APN9|B1APN9_HUMAN,B1APN9
gene2268,GeneID:111606813,NA,NA,
gene22680,GeneID:102220428,4.00E-50,sp|P15173|MYOG_HUMAN,P15173
gene22681,GeneID:102220692,6.00E-128,sp|O15151|MDM4_HUMAN,O15151
gene22682,GeneID:102220953,6.00E-41,tr|J3QRU4|J3QRU4_HUMAN,J3QRU4
gene22683,GeneID:102221220,0,sp|P56645|PER3_HUMAN,P56645
gene22684,GeneID:102229498,3.00E-106,sp|Q9BRK3|MXRA8_HUMAN,Q9BRK3
gene22685,GeneID:102221481,1.00E-174,sp|P28066|PSA5_HUMAN,P28066
gene22686,GeneID:102219283,0,sp|Q99523|SORT_HUMAN,Q99523
gene22687,GeneID:102230022,3.00E-161,sp|P51957|NEK4_HUMAN,P51957
gene22688,GeneID:102221743,1.00E-41,sp|Q9Y6A9|SPCS1_HUMAN,Q9Y6A9
gene22689,GeneID:102230285,1.00E-153,sp|Q68CQ7|GL8D1_HUMAN,Q68CQ7
gene2269,GeneID:111606814,NA,NA,
gene22690,GeneID:102222011,1.00E-119,sp|Q9BVP2|GNL3_HUMAN,Q9BVP2
gene22691,GeneID:111605934,NA,NA,
gene22692,GeneID:102222273,0,sp|Q14012|KCC1A_HUMAN,Q14012
gene22693,GeneID:102230552,2.00E-101,sp|Q9BQI4|CCDC3_HUMAN,Q9BQI4
gene22694,GeneID:111605922,NA,NA,
gene22695,GeneID:102232677,3.00E-29,sp|P10073|ZSC22_HUMAN,P10073
gene22696,GeneID:102230812,2.00E-135,sp|P30542|AA1R_HUMAN,P30542
gene22697,GeneID:102231072,0,sp|Q9HCH3|CPNE5_HUMAN,Q9HCH3
gene22698,GeneID:102218349,0,sp|O75037|KI21B_HUMAN,O75037
gene22699,GeneID:102231926,9.00E-95,tr|C9JA52|C9JA52_HUMAN,C9JA52
gene227,GeneID:102227680,0,sp|P62873|GBB1_HUMAN,P62873
gene2270,GeneID:111606815,NA,NA,
gene22700,GeneID:102231493,6.00E-128,sp|Q96SB4|SRPK1_HUMAN,Q96SB4
gene22701,GeneID:102231047,0,sp|Q16539|MK14_HUMAN,Q16539
gene22702,GeneID:102230785,1.00E-42,sp|Q9NRX6|KISHB_HUMAN,Q9NRX6
gene22703,GeneID:102218089,2.00E-24,tr|A0A1C7CYX8|A0A1C7CYX8_HUMAN,A0A1C7CYX8
gene22704,GeneID:102230525,5.00E-118,sp|Q96L58|B3GT6_HUMAN,Q96L58
gene22705,GeneID:102217836,0,sp|Q9Y2G8|DJC16_HUMAN,Q9Y2G8
gene22706,GeneID:102230259,3.00E-62,sp|P32320|CDD_HUMAN,P32320
gene22707,GeneID:102229995,5.00E-68,sp|Q8NHM4|TRY6_HUMAN,Q8NHM4
gene22708,GeneID:102217586,8.00E-62,sp|P07477|TRY1_HUMAN,P07477
gene22709,GeneID:102229734,1.00E-30,sp|Q7Z7J9|CK2N1_HUMAN,Q7Z7J9
gene2271,GeneID:111606816,NA,NA,
gene22710,GeneID:102229321,0,sp|Q9NUU7|DD19A_HUMAN,Q9NUU7
gene22711,GeneID:102229062,2.00E-92,sp|Q8N0Z8|PUSL1_HUMAN,Q8N0Z8
gene22712,GeneID:102217334,0,sp|Q96P50|ACAP3_HUMAN,Q96P50
gene22713,GeneID:102228799,2.00E-129,sp|Q8N2K1|UB2J2_HUMAN,Q8N2K1
gene22714,GeneID:111605876,1.00E-09,sp|Q9NXI6|RN186_HUMAN,Q9NXI6
gene22715,GeneID:102217080,0,tr|Q5SQL3|Q5SQL3_HUMAN,Q5SQL3
gene22716,GeneID:102216825,0,sp|Q9Y6Y1|CMTA1_HUMAN,Q9Y6Y1
gene22717,GeneID:102228529,0,sp|Q9NVH1|DJC11_HUMAN,Q9NVH1
gene22718,GeneID:102228275,3.00E-58,sp|Q86YI8|PHF13_HUMAN,Q86YI8
gene22719,GeneID:111605855,NA,NA,
gene2272,GeneID:111606817,NA,NA,
gene22720,GeneID:102228024,6.00E-55,sp|Q6P1K1|HRG1_HUMAN,Q6P1K1
gene22721,GeneID:102227763,2.00E-61,sp|Q8WVJ9|TWST2_HUMAN,Q8WVJ9
gene22722,GeneID:102216565,0,sp|P56524|HDAC4_HUMAN,P56524
gene22723,GeneID:102227505,0,sp|P11473|VDR_HUMAN,P11473
gene22724,GeneID:111606051,NA,NA,
gene22725,GeneID:102227245,3.00E-178,tr|F8VV64|F8VV64_HUMAN,F8VV64
gene22726,GeneID:102226813,7.00E-84,tr|F8VSC7|F8VSC7_HUMAN,F8VSC7
gene22727,GeneID:111605903,1.00E-07,sp|Q9H0W7|THAP2_HUMAN,Q9H0W7
gene22728,GeneID:102226557,2.00E-112,sp|P05783|K1C18_HUMAN,P05783
gene22729,GeneID:102226303,1.00E-174,sp|P05787|K2C8_HUMAN,P05787
gene2273,GeneID:111606821,NA,NA,
gene22730,GeneID:102226048,2.00E-172,sp|P05787|K2C8_HUMAN,P05787
gene22731,GeneID:102225784,6.00E-59,sp|Q96N03|VTM2L_HUMAN,Q96N03
gene22732,GeneID:102225521,0,sp|P21980|TGM2_HUMAN,P21980
gene22733,GeneID:102238375,1.00E-132,sp|Q96PX9|PKH4B_HUMAN,Q96PX9
gene22734,GeneID:102225261,7.00E-114,sp|Q9Y2H0|DLGP4_HUMAN,Q9Y2H0
gene22735,GeneID:111605853,NA,NA,
gene22736,GeneID:111605852,9.00E-17,sp|Q96DM1|PGBD4_HUMAN,Q96DM1
gene22737,GeneID:102238111,3.00E-28,sp|Q9GZN2|TGIF2_HUMAN,Q9GZN2
gene22738,GeneID:102224997,7.00E-112,sp|P24844|MYL9_HUMAN,P24844
gene22739,GeneID:102237852,0,sp|Q92539|LPIN2_HUMAN,Q92539
gene2274,GeneID:111606826,NA,NA,
gene22740,GeneID:102237597,1.00E-27,sp|Q8NG06|TRI58_HUMAN,Q8NG06
gene22741,GeneID:102224727,1.00E-168,sp|Q86W33|TPRA1_HUMAN,Q86W33
gene22742,GeneID:102224473,2.00E-35,tr|C9JRZ6|C9JRZ6_HUMAN,C9JRZ6
gene22743,GeneID:102237339,0,sp|Q9UIW2|PLXA1_HUMAN,Q9UIW2
gene22744,GeneID:102224220,0,sp|Q9H0H5|RGAP1_HUMAN,Q9H0H5
gene22745,GeneID:102223965,3.00E-46,sp|Q9UPX6|MNAR1_HUMAN,Q9UPX6
gene22746,GeneID:102237084,3.00E-55,sp|P57679|EVC_HUMAN,P57679
gene22747,GeneID:102236822,2.00E-80,sp|Q86UK5|LBN_HUMAN,Q86UK5
gene22748,GeneID:102223702,9.00E-20,sp|Q9NRR1|CYTL1_HUMAN,Q9NRR1
gene22749,GeneID:102223450,1.00E-104,sp|P28360|MSX1_HUMAN,P28360
gene2275,GeneID:111606829,NA,NA,
gene22750,GeneID:102223185,2.00E-149,sp|Q9P2W9|STX18_HUMAN,Q9P2W9
gene22751,GeneID:102236563,1.00E-82,sp|P42857|NSG1_HUMAN,P42857
gene22752,GeneID:102236313,5.00E-140,tr|H0YBT8|H0YBT8_HUMAN,H0YBT8
gene22753,GeneID:102222931,9.00E-109,sp|Q8N302|AGGF1_HUMAN,Q8N302
gene22754,GeneID:102236054,0,sp|Q9Y4K0|LOXL2_HUMAN,Q9Y4K0
gene22755,GeneID:102222675,2.00E-81,sp|Q7Z5G4|GOGA7_HUMAN,Q7Z5G4
gene22756,GeneID:102222425,1.00E-178,sp|P05388|RLA0_HUMAN,P05388
gene22757,GeneID:111605873,NA,NA,
gene22758,GeneID:102222159,1.00E-177,tr|A0A1B0GTU4|A0A1B0GTU4_HUMAN,A0A1B0GTU4
gene22759,GeneID:102235799,4.00E-107,sp|P10916|MLRV_HUMAN,P10916
gene2276,GeneID:111606831,NA,NA,
gene22760,GeneID:102221896,0,sp|O14578|CTRO_HUMAN,O14578
gene22761,GeneID:102221633,2.00E-93,sp|P26998|CRBB3_HUMAN,P26998
gene22762,GeneID:102235548,NA,NA,
gene22763,GeneID:102221366,2.00E-103,sp|A6NIH7|U119B_HUMAN,A6NIH7
gene22764,GeneID:102220933,0,sp|O43347|MSI1H_HUMAN,O43347
gene22765,GeneID:111612333,1.00E-27,sp|B4DJY2|TM233_HUMAN,B4DJY2
gene22766,GeneID:102235026,0,sp|Q9UI46|DNAI1_HUMAN,Q9UI46
gene22767,GeneID:111612334,NA,NA,
gene22768,GeneID:102219800,2.00E-62,sp|Q8IW50|F219A_HUMAN,Q8IW50
gene22769,GeneID:102219549,8.00E-179,sp|Q969V3|NCLN_HUMAN,Q969V3
gene2277,GeneID:111606832,NA,NA,
gene22770,GeneID:111605911,NA,NA,
gene22771,GeneID:102219295,0,sp|Q6NSJ0|MYORG_HUMAN,Q6NSJ0
gene22772,GeneID:102219034,0,tr|M0QY66|M0QY66_HUMAN,M0QY66
gene22773,GeneID:102234765,1.00E-36,sp|Q86T90|K1328_HUMAN,Q86T90
gene22774,GeneID:102218597,1.00E-103,sp|Q68CL5|TPGS2_HUMAN,Q68CL5
gene22775,GeneID:102218348,3.00E-86,sp|O43315|AQP9_HUMAN,O43315
gene22776,GeneID:102224722,2.00E-72,sp|Q8TC12|RDH11_HUMAN,Q8TC12
gene22777,GeneID:102217892,0,sp|O00567|NOP56_HUMAN,O00567
gene22778,GeneID:111605938,NA,NA,
gene22779,GeneID:111605937,NA,NA,
gene2278,GeneID:111606833,NA,NA,
gene22780,GeneID:102218405,8.00E-72,sp|Q5T6F2|UBAP2_HUMAN,Q5T6F2
gene22781,GeneID:102218143,0,sp|Q5T6F0|DCA12_HUMAN,Q5T6F0
gene22782,GeneID:102221712,1.00E-87,sp|Q9NZ09|UBAP1_HUMAN,Q9NZ09
gene22783,GeneID:102236967,1.00E-136,sp|Q712K3|UB2R2_HUMAN,Q712K3
gene22784,GeneID:102237226,2.00E-52,sp|P50583|AP4A_HUMAN,P50583
gene22785,GeneID:102237487,6.00E-43,sp|Q8TAC1|RFESD_HUMAN,Q8TAC1
gene22786,GeneID:106700183,6.00E-175,sp|O94955|RHBT3_HUMAN,O94955
gene22787,GeneID:102237742,6.00E-35,sp|P35754|GLRX1_HUMAN,P35754
gene22788,GeneID:102230948,9.00E-124,sp|O00472|ELL2_HUMAN,O00472
gene22789,GeneID:102232496,8.00E-59,sp|Q8N5D6|GBGT1_HUMAN,Q8N5D6
gene2279,GeneID:111606834,NA,NA,
gene22790,GeneID:102231210,0,sp|P29120|NEC1_HUMAN,P29120
gene22791,GeneID:102231465,5.00E-89,sp|P21964|COMT_HUMAN,P21964
gene22792,GeneID:102231727,3.00E-96,tr|A8MPP7|A8MPP7_HUMAN,A8MPP7
gene22793,GeneID:102231983,7.00E-14,sp|Q96HB5|CC120_HUMAN,Q96HB5
gene22794,GeneID:102232764,2.00E-14,sp|Q9UIS9|MBD1_HUMAN,Q9UIS9
gene22795,GeneID:102232243,1.00E-178,sp|Q9P0U4|CXXC1_HUMAN,Q9P0U4
gene22796,GeneID:102225584,2.00E-116,sp|P19532|TFE3_HUMAN,P19532
gene22797,GeneID:102224796,5.00E-152,sp|Q9NVN8|GNL3L_HUMAN,Q9NVN8
gene22798,GeneID:111605916,0,sp|P04000|OPSR_HUMAN,P04000
gene22799,GeneID:102225324,0,sp|P04000|OPSR_HUMAN,P04000
gene228,GeneID:102227420,0,sp|O95544|NADK_HUMAN,O95544
gene2280,GeneID:111606837,NA,NA,
gene22800,GeneID:102225064,0,sp|P04000|OPSR_HUMAN,P04000
gene22801,GeneID:102220256,5.00E-93,sp|P03999|OPSB_HUMAN,P03999
gene22802,GeneID:102220522,4.00E-107,sp|P03999|OPSB_HUMAN,P03999
gene22803,GeneID:102220785,0,sp|P51610|HCFC1_HUMAN,P51610
gene22804,GeneID:102221039,4.00E-67,sp|P51149|RAB7A_HUMAN,P51149
gene22805,GeneID:102221305,2.00E-64,sp|P23769|GATA2_HUMAN,P23769
gene22806,GeneID:102221560,1.00E-56,sp|Q07817|B2CL1_HUMAN,Q07817
gene22807,GeneID:102221820,2.00E-133,tr|A0A2R8Y6X0|A0A2R8Y6X0_HUMAN,A0A2R8Y6X0
gene22809,GeneID:102222089,2.00E-52,sp|Q9Y5Q3|MAFB_HUMAN,Q9Y5Q3
gene2281,GeneID:111606839,NA,NA,
gene22810,GeneID:102222773,2.00E-103,sp|Q9H4H8|FA83D_HUMAN,Q9H4H8
gene22811,GeneID:102222354,6.00E-70,sp|Q9H4I2|ZHX3_HUMAN,Q9H4I2
gene22812,GeneID:102223196,0,sp|P11387|TOP1_HUMAN,P11387
gene22813,GeneID:102231502,5.00E-134,sp|Q9NQC7|CYLD_HUMAN,Q9NQC7
gene22814,GeneID:102232023,2.00E-67,sp|O43623|SNAI2_HUMAN,O43623
gene22815,GeneID:102223632,NA,NA,
gene22816,GeneID:102223803,0,sp|Q8TEL6|TP4AP_HUMAN,Q8TEL6
gene22817,GeneID:102236890,4.00E-57,sp|Q9H6Q3|SLAP2_HUMAN,Q9H6Q3
gene22818,GeneID:102224060,0,sp|Q9UGV2|NDRG3_HUMAN,Q9UGV2
gene22819,GeneID:102224660,4.00E-103,sp|Q9BVI0|PHF20_HUMAN,Q9BVI0
gene2282,GeneID:111606841,NA,NA,
gene22820,GeneID:102232283,0,sp|Q9C0H5|RHG39_HUMAN,Q9C0H5
gene22821,GeneID:102222582,0,sp|Q8IWU5|SULF2_HUMAN,Q8IWU5
gene22822,GeneID:102233635,4.00E-35,sp|P41134|ID1_HUMAN,P41134
gene22823,GeneID:102237661,4.00E-162,sp|Q9Y6Q9|NCOA3_HUMAN,Q9Y6Q9
gene22824,GeneID:102232803,0,sp|Q9ULU4|PKCB1_HUMAN,Q9ULU4
gene22825,GeneID:102225356,2.00E-135,sp|Q9BTC0|DIDO1_HUMAN,Q9BTC0
gene22826,GeneID:102233065,8.00E-73,tr|A0A087X028|A0A087X028_HUMAN,A0A087X028
gene22827,GeneID:102229718,1.00E-118,sp|Q9NPC2|KCNK9_HUMAN,Q9NPC2
gene22828,GeneID:102225617,0,sp|P55283|CADH4_HUMAN,P55283
gene22829,GeneID:111605831,NA,NA,
gene2283,GeneID:111606842,NA,NA,
gene22830,GeneID:102233323,0,sp|Q6JEL2|KLH10_HUMAN,Q6JEL2
gene22831,GeneID:102233582,1.00E-175,sp|O00268|TAF4_HUMAN,O00268
gene22832,GeneID:102233839,3.00E-79,sp|Q9BX40|LS14B_HUMAN,Q9BX40
gene22833,GeneID:111605921,3.00E-96,sp|Q8IXH8|CAD26_HUMAN,Q8IXH8
gene22834,GeneID:111605818,6.00E-33,tr|D6RJC6|D6RJC6_HUMAN,D6RJC6
gene22835,GeneID:111605914,4.00E-26,sp|P54253|ATX1_HUMAN,P54253
gene22836,GeneID:102234096,6.00E-179,sp|P18075|BMP7_HUMAN,P18075
gene22837,GeneID:102226137,0,sp|P78406|RAE1L_HUMAN,P78406
gene22838,GeneID:102226563,4.00E-82,sp|Q9H0Z9|RBM38_HUMAN,Q9H0Z9
gene22839,GeneID:111605777,NA,NA,
gene2284,GeneID:111606844,NA,NA,
gene22840,GeneID:102226818,0,sp|O75528|TADA3_HUMAN,O75528
gene22841,GeneID:102227255,2.00E-118,sp|P59998|ARPC4_HUMAN,P59998
gene22842,GeneID:102227514,0,sp|Q16877|F264_HUMAN,Q16877
gene22843,GeneID:102230176,0,sp|Q16644|MAPK3_HUMAN,Q16644
gene22844,GeneID:102234611,0,sp|Q9P2D7|DYH1_HUMAN,Q9P2D7
gene22845,GeneID:111612343,2.00E-06,sp|Q9P2D7|DYH1_HUMAN,Q9P2D7
gene22846,GeneID:102234871,7.00E-174,sp|Q9HB63|NET4_HUMAN,Q9HB63
gene22847,GeneID:102235136,1.00E-68,sp|Q8N4Q1|MIA40_HUMAN,Q8N4Q1
gene22848,GeneID:102228108,0,sp|P61619|S61A1_HUMAN,P61619
gene22849,GeneID:111605826,NA,NA,
gene2285,GeneID:111606846,NA,NA,
gene22850,GeneID:102218848,4.00E-140,sp|Q9UHH9|IP6K2_HUMAN,Q9UHH9
gene22851,GeneID:111606094,NA,NA,
gene22852,GeneID:102235397,4.00E-64,sp|Q99680|GPR22_HUMAN,Q99680
gene22853,GeneID:102228358,1.00E-61,sp|Q96AQ7|CIDEC_HUMAN,Q96AQ7
gene22854,GeneID:102228617,0,sp|P68371|TBB4B_HUMAN,P68371
gene22855,GeneID:102229072,7.00E-11,sp|Q969E3|UCN3_HUMAN,Q969E3
gene22856,GeneID:102219450,0,sp|P31930|QCR1_HUMAN,P31930
gene22857,GeneID:102219698,3.00E-176,sp|A6PVC2|TTLL8_HUMAN,A6PVC2
gene22858,GeneID:102219955,8.00E-115,sp|Q96FZ2|HMCES_HUMAN,Q96FZ2
gene22859,GeneID:102219790,8.00E-149,sp|P51149|RAB7A_HUMAN,P51149
gene2286,GeneID:111606847,NA,NA,
gene22860,GeneID:111606095,NA,NA,
gene22861,GeneID:102219539,0,sp|P04843|RPN1_HUMAN,P04843
gene22862,GeneID:102235646,4.00E-175,sp|P23769|GATA2_HUMAN,P23769
gene22863,GeneID:102229331,0,sp|Q06033|ITIH3_HUMAN,Q06033
gene22864,GeneID:102229593,4.00E-175,tr|A8MSY1|A8MSY1_HUMAN,A8MSY1
gene22865,GeneID:111606106,NA,NA,
gene22866,GeneID:111606096,NA,NA,
gene22867,GeneID:111606097,NA,NA,
gene22868,GeneID:102235896,0,sp|Q9UHJ3|SMBT1_HUMAN,Q9UHJ3
gene22869,GeneID:102229853,0,sp|Q05655|KPCD_HUMAN,Q05655
gene2287,GeneID:111606848,NA,NA,
gene22870,GeneID:111606117,NA,NA,
gene22871,GeneID:102236149,0,sp|Q6ZNL6|FGD5_HUMAN,Q6ZNL6
gene22872,GeneID:102230113,0,sp|Q8TBC4|UBA3_HUMAN,Q8TBC4
gene22873,GeneID:102230539,0,sp|P82094|TMF1_HUMAN,P82094
gene22874,GeneID:111606128,NA,NA,
gene22875,GeneID:102236401,0,sp|Q5NDL2|EOGT_HUMAN,Q5NDL2
gene22876,GeneID:111606098,NA,NA,
gene22877,GeneID:111606099,NA,NA,
gene22878,GeneID:102236648,7.00E-63,sp|Q96LR4|F19A4_HUMAN,Q96LR4
gene22879,GeneID:102230798,2.00E-71,sp|Q7Z5A9|F19A1_HUMAN,Q7Z5A9
gene2288,GeneID:111606850,NA,NA,
gene22880,GeneID:102236908,0,sp|Q96I99|SUCB2_HUMAN,Q96I99
gene22881,GeneID:111605849,NA,NA,
gene22882,GeneID:102225318,1.00E-156,sp|O60669|MOT2_HUMAN,O60669
gene22883,GeneID:102219788,0,sp|Q8NFY9|KBTB8_HUMAN,Q8NFY9
gene22884,GeneID:102225765,0,sp|Q96JA1|LRIG1_HUMAN,Q96JA1
gene22885,GeneID:111605930,1.00E-85,sp|Q70HW3|SAMC_HUMAN,Q70HW3
gene22886,GeneID:102233100,0,sp|Q96QZ7|MAGI1_HUMAN,Q96QZ7
gene22887,GeneID:102224284,0,sp|Q9P2N4|ATS9_HUMAN,Q9P2N4
gene22888,GeneID:111612347,NA,NA,
gene22889,GeneID:102224960,0,tr|A0A1X7SBR1|A0A1X7SBR1_HUMAN,A0A1X7SBR1
gene2289,GeneID:111606852,NA,NA,
gene22890,GeneID:111612346,2.00E-23,tr|A0A0C4DFR3|A0A0C4DFR3_HUMAN,A0A0C4DFR3
gene22891,GeneID:102229361,5.00E-117,sp|Q9NRM0|GTR9_HUMAN,Q9NRM0
gene22892,GeneID:102225220,0,sp|Q15008|PSMD6_HUMAN,Q15008
gene22893,GeneID:102229622,4.00E-79,sp|O15265|ATX7_HUMAN,O15265
gene22894,GeneID:102225643,1.00E-95,sp|Q6I9Y2|THOC7_HUMAN,Q6I9Y2
gene22895,GeneID:102229882,0,sp|P20591|MX1_HUMAN,P20591
gene22896,GeneID:111605836,0,sp|P20591|MX1_HUMAN,P20591
gene22897,GeneID:111605837,NA,NA,
gene22898,GeneID:102225905,4.00E-111,sp|Q8TBG9|SYNPR_HUMAN,Q8TBG9
gene22899,GeneID:102230145,0,sp|Q6ZSB9|ZBT49_HUMAN,Q6ZSB9
gene229,GeneID:102220070,NA,NA,
